blank,blank0,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank1,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank2,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank3,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank4,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank5,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank6,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank7,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank8,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
blank,blank9,N/A,1000,H,R,D,D,10,0,0,E,0,0,0,-----------
