caldwra02_1911_NYY,L,0,44,0,20,0,0
caldwra02_1911_NYY,L,1,61,0,20,0,0
caldwra02_1911_NYY,L,2,74,0,20,0,0
caldwra02_1911_NYY,L,3,91,0,20,0,0
caldwra02_1911_NYY,L,4,43,0,20,0,0
caldwra02_1911_NYY,L,5,36,0,20,0,0
caldwra02_1911_NYY,L,6,168,0,20,0,0
caldwra02_1911_NYY,L,7,144,128,11,0,0
caldwra02_1911_NYY,L,8,44,0,20,0,1
caldwra02_1911_NYY,L,9,184,0,20,0,1
caldwra02_1911_NYY,L,10,57,0,20,0,0
caldwra02_1911_NYY,L,11,210,0,20,0,0
caldwra02_1911_NYY,L,12,59,0,20,0,0
caldwra02_1911_NYY,L,13,66,0,20,0,0
caldwra02_1911_NYY,L,14,107,0,20,0,0
caldwra02_1911_NYY,L,15,28,0,20,0,0
caldwra02_1911_NYY,L,16,90,0,20,0,0
caldwra02_1911_NYY,L,17,152,136,10,0,0
caldwra02_1911_NYY,L,18,161,152,3,0,0
caldwra02_1911_NYY,L,19,168,0,20,0,0
caldwra02_1911_NYY,L,20,120,46,1,0,0
caldwra02_1911_NYY,L,21,61,0,20,0,0
caldwra02_1911_NYY,L,22,46,0,20,0,0
caldwra02_1911_NYY,L,23,73,0,20,0,0
caldwra02_1911_NYY,L,24,62,0,20,0,0
caldwra02_1911_NYY,L,25,62,0,20,0,0
caldwra02_1911_NYY,L,26,4,0,20,0,1
caldwra02_1911_NYY,L,27,60,0,20,0,0
caldwra02_1911_NYY,L,28,139,0,20,0,0
caldwra02_1911_NYY,L,29,89,0,20,0,0
caldwra02_1911_NYY,L,30,43,0,20,0,0
caldwra02_1911_NYY,L,31,75,0,20,0,0
caldwra02_1911_NYY,L,32,57,0,20,0,0
caldwra02_1911_NYY,R,0,120,6,14,0,0
caldwra02_1911_NYY,R,1,61,0,20,0,0
caldwra02_1911_NYY,R,2,74,0,20,0,0
caldwra02_1911_NYY,R,3,45,0,20,0,0
caldwra02_1911_NYY,R,4,184,0,20,0,1
caldwra02_1911_NYY,R,5,168,0,20,0,0
caldwra02_1911_NYY,R,6,120,6,8,0,0
caldwra02_1911_NYY,R,7,114,0,20,0,0
caldwra02_1911_NYY,R,8,45,0,20,0,0
caldwra02_1911_NYY,R,9,46,0,20,0,0
caldwra02_1911_NYY,R,10,57,0,20,0,0
caldwra02_1911_NYY,R,11,168,0,20,0,0
caldwra02_1911_NYY,R,12,59,0,20,0,0
caldwra02_1911_NYY,R,13,66,0,20,0,0
caldwra02_1911_NYY,R,14,91,0,20,0,0
caldwra02_1911_NYY,R,15,89,0,20,0,1
