caldwra02_1911_NYY,L,0,176,0,20,1,0
caldwra02_1911_NYY,L,1,45,0,20,0,0
caldwra02_1911_NYY,L,2,97,0,20,0,0
caldwra02_1911_NYY,L,3,184,0,20,0,0
caldwra02_1911_NYY,L,4,35,0,20,0,0
caldwra02_1911_NYY,L,5,196,0,20,0,0
caldwra02_1911_NYY,L,6,184,0,20,0,0
caldwra02_1911_NYY,L,7,184,0,20,0,0
caldwra02_1911_NYY,L,8,36,0,20,0,0
caldwra02_1911_NYY,L,9,120,4,15,0,0
caldwra02_1911_NYY,L,10,11,0,20,0,0
caldwra02_1911_NYY,L,11,115,0,20,0,1
caldwra02_1911_NYY,L,12,51,0,20,0,0
caldwra02_1911_NYY,L,13,211,0,20,0,0
caldwra02_1911_NYY,L,14,114,0,20,0,1
caldwra02_1911_NYY,L,15,28,0,20,0,0
caldwra02_1911_NYY,L,16,99,0,20,0,0
caldwra02_1911_NYY,L,17,184,0,20,0,0
caldwra02_1911_NYY,L,18,115,0,20,0,1
caldwra02_1911_NYY,L,19,120,3,7,0,0
caldwra02_1911_NYY,L,20,211,0,20,0,0
caldwra02_1911_NYY,L,21,46,0,20,0,0
caldwra02_1911_NYY,L,22,52,0,20,0,0
caldwra02_1911_NYY,L,23,19,0,20,0,0
caldwra02_1911_NYY,L,24,52,0,20,0,0
caldwra02_1911_NYY,L,25,184,0,20,0,0
caldwra02_1911_NYY,L,26,28,0,20,0,0
caldwra02_1911_NYY,L,27,98,0,20,0,0
caldwra02_1911_NYY,L,28,41,0,20,0,0
caldwra02_1911_NYY,L,29,184,0,20,0,0
caldwra02_1911_NYY,L,30,35,0,20,0,0
caldwra02_1911_NYY,L,31,19,0,20,0,0
caldwra02_1911_NYY,L,32,176,0,20,0,0
caldwra02_1911_NYY,R,0,176,0,20,0,0
caldwra02_1911_NYY,R,1,120,4,17,0,0
caldwra02_1911_NYY,R,2,97,0,20,0,0
caldwra02_1911_NYY,R,3,35,0,20,0,0
caldwra02_1911_NYY,R,4,196,0,20,0,0
caldwra02_1911_NYY,R,5,98,0,20,0,0
caldwra02_1911_NYY,R,6,184,0,20,0,0
caldwra02_1911_NYY,R,7,184,0,20,0,0
caldwra02_1911_NYY,R,8,36,0,20,0,0
caldwra02_1911_NYY,R,9,51,0,20,0,0
caldwra02_1911_NYY,R,10,176,0,20,1,0
caldwra02_1911_NYY,R,11,11,0,20,0,0
caldwra02_1911_NYY,R,12,184,0,20,0,0
caldwra02_1911_NYY,R,13,43,0,20,0,0
caldwra02_1911_NYY,R,14,114,0,20,0,1
caldwra02_1911_NYY,R,15,30,0,20,0,0
caldwra02_1911_NYY,R,16,120,3,8,0,0
caldwra02_1911_NYY,R,17,128,0,20,0,0
caldwra02_1911_NYY,R,18,115,0,20,0,1
caldwra02_1911_NYY,R,19,113,0,20,0,1
caldwra02_1911_NYY,R,20,211,0,20,0,0
caldwra02_1911_NYY,R,21,41,0,20,0,0
caldwra02_1911_NYY,R,22,52,0,20,0,0
caldwra02_1911_NYY,R,23,19,0,20,0,0
caldwra02_1911_NYY,R,24,211,0,20,0,0
caldwra02_1911_NYY,R,25,184,0,20,0,0
caldwra02_1911_NYY,R,26,4,0,20,0,0
caldwra02_1911_NYY,R,27,99,0,20,0,0
caldwra02_1911_NYY,R,28,46,0,20,0,0
caldwra02_1911_NYY,R,29,35,0,20,0,0
caldwra02_1911_NYY,R,30,52,0,20,0,0
caldwra02_1911_NYY,R,31,18,0,20,0,0
caldwra02_1911_NYY,R,32,196,0,20,0,0
bargecy01_1911_BRO,L,0,99,0,20,0,0
bargecy01_1911_BRO,L,1,43,0,20,0,0
bargecy01_1911_BRO,L,2,35,0,20,0,0
bargecy01_1911_BRO,L,3,36,0,20,0,0
bargecy01_1911_BRO,L,4,99,0,20,0,0
bargecy01_1911_BRO,L,5,184,0,20,0,0
bargecy01_1911_BRO,L,6,98,0,20,0,0
bargecy01_1911_BRO,L,7,35,0,20,0,0
bargecy01_1911_BRO,L,8,97,0,20,0,0
bargecy01_1911_BRO,L,9,51,0,20,0,0
bargecy01_1911_BRO,L,10,12,0,20,0,0
bargecy01_1911_BRO,L,11,168,0,20,0,0
bargecy01_1911_BRO,L,12,120,4,3,0,0
bargecy01_1911_BRO,L,13,30,0,20,0,0
bargecy01_1911_BRO,L,14,184,0,20,0,0
bargecy01_1911_BRO,L,15,114,0,20,0,0
bargecy01_1911_BRO,L,16,120,4,10,0,0
bargecy01_1911_BRO,L,17,41,0,20,0,0
bargecy01_1911_BRO,L,18,184,0,20,0,0
bargecy01_1911_BRO,L,19,115,0,20,0,0
bargecy01_1911_BRO,L,20,211,0,20,0,0
bargecy01_1911_BRO,L,21,18,0,20,0,0
bargecy01_1911_BRO,L,22,196,0,20,1,0
bargecy01_1911_BRO,L,23,28,0,20,0,0
bargecy01_1911_BRO,L,24,211,0,20,0,0
bargecy01_1911_BRO,L,25,46,0,20,0,0
bargecy01_1911_BRO,L,26,184,0,20,0,0
bargecy01_1911_BRO,L,27,184,0,20,0,1
bargecy01_1911_BRO,L,28,196,0,20,0,0
bargecy01_1911_BRO,L,29,52,0,20,0,0
bargecy01_1911_BRO,L,30,19,0,20,0,0
bargecy01_1911_BRO,L,31,45,0,20,0,0
bargecy01_1911_BRO,L,32,98,0,20,0,0
bargecy01_1911_BRO,R,0,98,0,20,0,0
bargecy01_1911_BRO,R,1,52,0,20,0,0
bargecy01_1911_BRO,R,2,211,0,20,0,0
bargecy01_1911_BRO,R,3,184,0,20,0,0
bargecy01_1911_BRO,R,4,184,0,20,0,0
bargecy01_1911_BRO,R,5,99,0,20,0,1
bargecy01_1911_BRO,R,6,184,0,20,0,0
bargecy01_1911_BRO,R,7,184,0,20,0,0
bargecy01_1911_BRO,R,8,184,0,20,0,0
bargecy01_1911_BRO,R,9,51,0,20,0,0
bargecy01_1911_BRO,R,10,12,0,20,0,0
bargecy01_1911_BRO,R,11,168,0,20,0,0
bargecy01_1911_BRO,R,12,120,4,3,0,0
bargecy01_1911_BRO,R,13,35,0,20,0,0
bargecy01_1911_BRO,R,14,128,0,20,0,0
bargecy01_1911_BRO,R,15,144,128,7,0,0
bargecy01_1911_BRO,R,16,114,0,20,0,0
bargecy01_1911_BRO,R,17,196,0,20,0,0
bargecy01_1911_BRO,R,18,128,0,20,0,0
bargecy01_1911_BRO,R,19,115,0,20,0,0
bargecy01_1911_BRO,R,20,211,0,20,0,0
bargecy01_1911_BRO,R,21,19,0,20,0,0
bargecy01_1911_BRO,R,22,46,0,20,0,0
bargecy01_1911_BRO,R,23,46,0,20,0,0
bargecy01_1911_BRO,R,24,35,0,20,0,0
bargecy01_1911_BRO,R,25,184,0,20,0,0
bargecy01_1911_BRO,R,26,168,0,20,0,0
bargecy01_1911_BRO,R,27,120,4,4,0,0
bargecy01_1911_BRO,R,28,98,0,20,0,0
bargecy01_1911_BRO,R,29,184,0,20,0,0
bargecy01_1911_BRO,R,30,33,0,20,0,0
bargecy01_1911_BRO,R,31,52,0,20,0,0
bargecy01_1911_BRO,R,32,196,0,20,1,0
cranddo01_1911_NYG,L,0,176,0,20,0,0
cranddo01_1911_NYG,L,1,30,0,20,0,0
cranddo01_1911_NYG,L,2,30,0,20,0,0
cranddo01_1911_NYG,L,3,184,0,20,0,0
cranddo01_1911_NYG,L,4,38,0,20,0,0
cranddo01_1911_NYG,L,5,198,0,20,0,0
cranddo01_1911_NYG,L,6,98,0,20,0,0
cranddo01_1911_NYG,L,7,52,0,20,0,0
cranddo01_1911_NYG,L,8,211,0,20,0,0
cranddo01_1911_NYG,L,9,21,0,20,0,0
cranddo01_1911_NYG,L,10,176,0,20,1,0
cranddo01_1911_NYG,L,11,13,0,20,0,0
cranddo01_1911_NYG,L,12,18,0,20,0,0
cranddo01_1911_NYG,L,13,99,0,20,0,0
cranddo01_1911_NYG,L,14,38,0,20,0,0
cranddo01_1911_NYG,L,15,97,0,20,0,0
cranddo01_1911_NYG,L,16,33,0,20,0,1
cranddo01_1911_NYG,L,17,184,0,20,0,0
cranddo01_1911_NYG,L,18,184,0,20,0,0
cranddo01_1911_NYG,L,19,45,0,20,0,0
cranddo01_1911_NYG,L,20,44,0,20,0,0
cranddo01_1911_NYG,L,21,120,6,5,0,0
cranddo01_1911_NYG,L,22,210,0,20,0,0
cranddo01_1911_NYG,L,23,51,0,20,0,0
cranddo01_1911_NYG,L,24,28,0,20,0,0
cranddo01_1911_NYG,L,25,152,128,14,0,0
cranddo01_1911_NYG,L,26,37,0,20,0,0
cranddo01_1911_NYG,L,27,184,0,20,0,0
cranddo01_1911_NYG,L,28,120,5,13,0,0
cranddo01_1911_NYG,L,29,160,152,14,0,0
cranddo01_1911_NYG,L,30,210,0,20,0,0
cranddo01_1911_NYG,L,31,211,0,20,0,0
cranddo01_1911_NYG,L,32,45,0,20,0,0
cranddo01_1911_NYG,R,0,176,0,20,0,0
cranddo01_1911_NYG,R,1,51,0,20,0,0
cranddo01_1911_NYG,R,2,38,0,20,0,0
cranddo01_1911_NYG,R,3,168,0,20,0,0
cranddo01_1911_NYG,R,4,30,0,20,0,0
cranddo01_1911_NYG,R,5,168,0,20,0,0
cranddo01_1911_NYG,R,6,37,0,20,0,0
cranddo01_1911_NYG,R,7,198,0,20,0,0
cranddo01_1911_NYG,R,8,38,0,20,0,0
cranddo01_1911_NYG,R,9,37,0,20,0,0
cranddo01_1911_NYG,R,10,176,0,20,1,0
cranddo01_1911_NYG,R,11,13,0,20,0,0
cranddo01_1911_NYG,R,12,33,0,20,0,0
cranddo01_1911_NYG,R,13,184,0,20,0,0
cranddo01_1911_NYG,R,14,184,0,20,0,0
cranddo01_1911_NYG,R,15,98,0,20,0,0
cranddo01_1911_NYG,R,16,97,0,20,0,1
cranddo01_1911_NYG,R,17,184,0,20,0,0
cranddo01_1911_NYG,R,18,184,0,20,0,0
cranddo01_1911_NYG,R,19,211,0,20,0,0
cranddo01_1911_NYG,R,20,33,0,20,0,0
cranddo01_1911_NYG,R,21,120,6,5,0,0
cranddo01_1911_NYG,R,22,210,0,20,0,0
cranddo01_1911_NYG,R,23,198,0,20,0,0
cranddo01_1911_NYG,R,24,52,0,20,0,0
cranddo01_1911_NYG,R,25,152,128,16,0,0
cranddo01_1911_NYG,R,26,5,0,20,0,0
cranddo01_1911_NYG,R,27,120,45,16,0,0
cranddo01_1911_NYG,R,28,114,0,20,0,0
cranddo01_1911_NYG,R,29,160,152,7,0,0
cranddo01_1911_NYG,R,30,113,0,20,0,0
cranddo01_1911_NYG,R,31,211,0,20,0,0
cranddo01_1911_NYG,R,32,98,0,20,0,0
bradlhu01_1911_BOS,L,0,211,0,20,0,0
bradlhu01_1911_BOS,L,1,211,0,20,0,0
bradlhu01_1911_BOS,L,2,184,0,20,0,0
bradlhu01_1911_BOS,L,3,128,0,20,0,0
bradlhu01_1911_BOS,L,4,115,0,20,0,1
bradlhu01_1911_BOS,L,5,184,0,20,1,0
bradlhu01_1911_BOS,L,6,160,89,17,0,0
bradlhu01_1911_BOS,L,7,210,0,20,0,0
bradlhu01_1911_BOS,L,8,114,0,20,0,1
bradlhu01_1911_BOS,L,9,211,0,20,0,0
bradlhu01_1911_BOS,L,10,210,0,20,0,0
bradlhu01_1911_BOS,L,11,210,0,20,0,0
bradlhu01_1911_BOS,L,12,120,6,14,0,0
bradlhu01_1911_BOS,L,13,184,0,20,0,0
bradlhu01_1911_BOS,L,14,128,0,20,0,0
bradlhu01_1911_BOS,L,15,128,0,20,0,0
bradlhu01_1911_BOS,L,16,184,0,20,0,0
bradlhu01_1911_BOS,L,17,128,0,20,0,0
bradlhu01_1911_BOS,L,18,184,0,20,0,0
bradlhu01_1911_BOS,L,19,184,0,20,0,0
bradlhu01_1911_BOS,L,20,184,0,20,0,0
bradlhu01_1911_BOS,L,21,184,0,20,0,0
bradlhu01_1911_BOS,L,22,13,0,20,0,0
bradlhu01_1911_BOS,L,23,176,0,20,0,0
